Date,Titles
18-3-2022,"In 7 years, Tata Motors manufactured 5 lakh cars at Sanand plant. Ahmedabad: 2.6 lakh Nanos in Tatas’ 4.9 lakh cars manufactured at Sanand plant. Porsche sets ambitious EV target; says 80% of its cars to be electric by 2030. "
19-3-2022,"Weekly news round-up: Toyota Glanza, Jeep Meridian, and Tata Altroz Automatic. India-Japan Economic Forum. Japan PM Fumio Kishida arrives in India for summit talks with PM Modi. "
20-3-2022,"Sensex ends down but off lows, Nifty near 17K; PSU banks, metals slump, FMCG up | Mint. 2022 Tata Safari: Found a hole in engine manifold during 1st service. STOCK MARKET HIGHLIGHTS: Nifty50 bulls are back, 17,500 level to pose as next resistance. "
22-3-2022,Tata Altroz DCA (Dual Clutch Automatic) all technologies explained. Tata Motors to increase prices of commercial vehicles from April 1. Tata Motors to raise prices of CVs from April 1st. 
23-3-2022,"TCS Q1 FY24 result on July 12: What to expect in terms of revenue, growth, profit, dividend; details here. Horoscope Today: Money astrological predictions for 23th March 2023 | Mint. Tata Motors to hike commercial vehicle prices. "
25-3-2022,"10 years & 1,00,000 km with a Tata Nano. Tata Motors inaugurates new dealership in Chennai. Sensex falls 900 pts; Nifty ends 260 pts lower; Bank, Auto, Media shed | Mint. "
26-3-2022,"Prassy's 1st Small Tata | 2021 Altroz XZ+ 1.5L Diesel | Ownership Review | EDIT: 2 yrs/58k km update. IPL 2022 unveils new format as tournament to begin from March 26, 2022. Sensex up 350 pts, Nifty ends near 17,350; HDFC, Airtel top gainers, ITC drags | Mint. "
27-3-2022,"Weekly news round-up: 2022 Mahindra Scorpio spotted, 2023 Auto Expo dates, Toyota price hike. IPL 2022: Delhi Capitals beat Mumbai Indians by 4 wickets | Mint. How airlines have prepared for the Summer of 2022. "
28-3-2022,"Which Is Tata Group's Most Expensive Stock? All You Need To Know About Tata Elxsi Share Price. Tata Steel board approves appointment of Noel Naval Tata as vice-chairman. PVR shares rise 5% on record net profit, revenue in Q1. "
29-3-2022,"Sensex zooms 740 pts, Nifty ends near 17,500; Banks, auto shine, metals bleed | Mint. Tata Consumer board to consider raising funds via equity on March 29. Share Market HIGHLIGHTS: Sensex ends 350 pts up, Nifty 17325; Ruchi Soya rallies 15%, Bharti Airtel jumps 3%. "
30-3-2022,"Sensex zooms 740 pts, Nifty ends near 17,500; Banks, auto shine, metals bleed | Mint. Jaguar Land Rover Announces 2030 Sustainability Targets. Tata Altroz DCA Review | 1.2L Petrol Automatic. "
31-3-2022,"Buy Tata Motors, target price Rs 650: Motilal Oswal Financial Services. Tata Motors Q4 Results 2023: Date, Time, Preview, Expectations, Stock Performance Ahead Of Quarterly Earnings. Buzzing Stocks: Infosys, HDFC Bank, Tata Motors, Zydus and others in news today. "
1-4-2022,"Share Market HIGHLIGHTS: Nifty settles at record closing high of 19,996, Sensex soars 528 pts to end. Tata Motors Delivers All-New Winger Vaccine Van in Pantnagar, Strives to Support Government Vaccination Drive. Indices tank as Sensex closes 600 pts lower; all sectors end in red | Mint. "
2-4-2022,Meta makes Wall Street history with $196 billion market cap gain | Mint. Tata Motors CSR Arm Empowers Women Entrepreneurs. SMS spamming by Tata Motors for I.R.A. renewal. 
5-4-2022,"Tata Avinya, Estimated Price Rs 30 Lakh, Launch Date 2024, Specs, Images, News, Mileage. RVNL shares: Up 381% from 52-week low, should investors expect correction in the railway stock?. 2020 Tata Harrier Automatic : Official Review - Page 98. "
7-4-2022,"Running at 100 pc capacity now, NINL was home to snakes, scorpions when acquired by Tata Steel, says MD Me. TATA STEEL LIMITED. Tata's NINL plant reaches 100% capacity utilisation in 1 yr of acquisition. "
9-4-2022,"One year after Cyrus Mistry's death highlights India's judicial delays. My Orange Tata Nexon & My relationship of 15+ years with Tata Motors. Tata Motors Finance asked to return vehicle, pay Chandigarh resident Rs 1.2 lakh for seizing it. "
10-4-2022,"Tata Motors vs Maruti vs M&M: Which stock should you buy this festive season?. Top three winners as vehicle sales grow 11% YoY: Key takeaways from FADA September 2022 data. Tata Motors on track to sell 500,000 PVs, 50,000 EVs in FY2023. "
11-4-2022,EPFO extends deadline to apply for higher pension till June 26 | Mint. ETMarkets Smart Talk: Earning Rs 1 lakh per month? Here’s how you can achieve your crorepati dream. Why Tata Motors DVR Share Price is Falling. 
13-4-2022,"TCS, Infosys or HDFC Bank: Which company has the best history of rewarding its shareholders?. Tata Motors adds 160 new service workshops, total 705 outlets. Horoscope Today: Money astrological predictions for 13th April 2023 | Mint. "
16-4-2022,"Garena Free Fire April 16 redeem codes are here | Mint. Altroz DCA: Tata brings hi-tech auto to fill a gap. Software exports climb to Rs 1,761 cr from 4 Indore IT SEZs. "
17-4-2022,"Weekly news round-up: 2022 Maruti Ertiga launched, Tata discounts in April, Honda City hybrid unveiled. Beyond Television: Tata Play’s Ambitious New Game Plan. Tata’s Next 4WD Model Likely To Be An EV: Shailesh Chandra. "
18-4-2022,Adani Power vs Tata Power: Which stock can deliver better returns in long term?. Multiple issues on brand-new Tata Safari Dark Edition. Know Tata Harrier SUV's loan EMI on Rs 1.5 lakh down payment: Details explained. 
19-4-2022,"Adani Group stocks in FY23: All are down, except one; meet the lone ranger. Sensex drops 703 pts, Nifty ends below 17,000 in choppy trade; HDFC twins drag | Mint. Know Tata Safari SUV's loan EMI on Rs 1.8 lakh down payment: Details explained. "
20-4-2022,Transmission failure in brand-new Tata Nexon. Tata Motors Group reports muted global wholesales. 5 upcoming Tata electric cars in India: Sierra EV to Curvv EV. 
21-4-2022,"Tiago hits 400,000 happy customers!. Tata Tiago crosses 4 lakh cumulative sales-mark. CSK vs MI Tata IPL 2023 Highlights: Rahane, Gaikwad lead CSK to 7 wickets win over MI | Mint. "
22-4-2022,"Tata Motors delivers 101 EVs in a day in Chennai. This Tata Group stock turned Rs 1 lakh into Rs 18 lakh in a year, do you own it?. Tata Motors delivers 101 electric vehicles in a day: Nexon, Tigor EV. "
23-4-2022,"Tata Motors Price Hike April 2022 - Nexon, Punch, Harrier, Safari, Tiago. Tata Motors announces price hike across all car models. Tata Motors Jamshedpur employees pay scale up Rs 14 K, 151 Bi-Six made permanent. "
24-4-2022,Brand new Tata Altroz DCA suffering oil leakage from gearbox. 2022 Maruti Suzuki XL6 Facelift India Debut Next Month. 2022 Kia EV6 India bookings to open soon — What should you expect?. 
25-4-2022,"Tata Motors signs a MoU with Lithium Urban Technologies for one of the biggest EV fleet deployment in India. Tata Motors partners with Lithium Urban Technologies. Tata Motors, Lithium ink deal for 5,000 electric sedans. "
26-4-2022,"Tata Motors partners with Lithium Urban for deploying 5000 XPRES-T’ EVs. Stocks in News, December 19: Sun Pharma, Tata Motors, Tech Mahindra, Mastek Ltd, Sapphire Foods India Ltd. How I ended up buying a Tata Harrier as my old Duster AWD replacement. "
27-4-2022,Gainers & Losers: 10 stocks that moved the most on April 6. 2022 Tata Nexon EV spotted once again ahead of its launch. Indonesia: Ban on palm oil exports unlikely to last more than a month. 
28-4-2022,"Tata Motors to unveil new EV tomorrow: What to expect. Tata Motors to announce next electric vehicle on April 29. Adani Group stocks in FY23: All are down, except one; meet the lone ranger. "
29-4-2022,"Tata Motors to announce next electric vehicle on April 29. New Paradigm of Innovation. Tata Avinya Electric SUV Global Debut: Specifications, Price in India, Launch. "
30-4-2022,"Tata Avinya, Estimated Price Rs 30 Lakh, Launch Date 2024, Specs, Images, News, Mileage. Tata Technologies IPO: Here's how the public issue will impact Tata Motors. Tata Motors announces discounts of up to Rs 40000 in April 2022. "
1-5-2022,"Sensex ends 900 pts higher, Nifty above 17,600; banks, financials, metals shine | Mint. Stock Market HIGHLIGHTS: Sensex ends 304 points lower, Nifty50 slips below 18,000 dragged by financi. Force Motors domestic sales jump 83% YoY - Markets. "
3-5-2022,"Tata Hexa XTA: 3 year service update & fixed multiple issues. Sensex ends 1500 pts lower, Nifty cracks below 15,900 amid surge in crude prices | Mint. Tata Steel to invest ₹1 lakh crore to double its steelmaking capacity. "
4-5-2022,Tata Motors to hike car prices for fourth time this year. Tata Motors' passenger vehicle sales speed up; here’s what kept them in top gear. Check-engine light came ON during delivery of my brand new Tata Safari. 
5-5-2022,"Tata Motors launches e-cargo transport solutions with the all-new Ace EV. FOMC Meeting Highlights: Fed hikes interest rates by 25 basis points, hints at pause in tightening c. 2020 Tata Harrier Automatic : Official Review - Page 98. "
6-5-2022,"Tata Motors plans to expand its R&D base. Dzire owner gets a Nexon: Buying & ownership experience & upgrades. Tata Punch : Price, Mileage, Images, Specs & Reviews. "
7-5-2022,"Tata Motors celebrates 1 lakh happy customers of its smart pick-up, the Intra. Tata Motors, Kotak Mahindra Bank, IndusInd Bank among stocks to watch out for on July 5. Tata Motors hopes to pay dividend soon: N Chandrasekaran. "
8-5-2022,"Tata Motors showcases next-gen mass mobility solutions at Prawaas 3.0 for a safe, smart and sustainable tomorrow. Tata Motors aspires to grow Kerala sales by more than 40% during Q2 FY22. Tata Motors showcases next-gen mass mobility solutions at Prawaas 3.0. "
9-5-2022,"Rs 49 to Rs 301: This power stock turned into a multibagger in three years but analysts see more upside!. Tata Motors makes India's trucks smarter, safer and more efficient. Tata Hexa Breakdown under warranty : Unresponsive Workshop. "
10-5-2022,"No Hybrids, only EVs for Tata Motors even as Maruti Grand Vitara makes waves: Here’s why. Tata Motors to hike car prices for fourth time this year. Electric car, SUV sales at all time high aided by new launches. "
11-5-2022,Tata Motors hikes prices on pricier inputs. Tata Motors hikes prices for its passenger vehicles effective from Nov 7. Tata Motors to hike car prices for fourth time this year. 
12-5-2022,"Breakout Stocks: How Suzlon Energy, Aster DM and Tata Motors are looking on charts for Thursday. Dhanlaxmi Bank shares in focus as independent director resigns citing multiple issues. Share Market HIGHLIGHTS: Nifty 50, Sensex end nine-day winning run as Infosys bleeds; HDFC Bank down. "
13-5-2022,"Closing Bell: Nifty ends below 15,800, Sensex falls 136 pts; power & metal drag, autos shine. Tata Motors loses 15% production in April due to chip shortage. L&T, Tata Motors, RBL Bank, Matrimony.com among stocks to watch out for on May 13. "
14-5-2022,"Horoscope Today: Money astrological predictions for May 14, 2023 | Mint. Tata Motors' Rs 32,000 cr capex plan aims to go big on EVs across all businesses. Know Tata Nexon EV MAX loan EMI on Rs 1.75 lakh down payment: Details explained. "
15-5-2022,India car sales analysed – April 2022. Top five EVs in India with the longest range and fast charging. Will Tata Neu Make the Cut?. 
16-5-2022,"A Mahindra e2o owner upgrades to a Tata Nexon EV. Tech Mahindra, Tata Motors, Maruti Suzuki, Ambuja Cements among stocks to watch out for on May 16. Total Lunar eclipse 2022 on 15, 16 May. Which cities will see blood moon. Read here | Mint. "
17-5-2022,"Tata Nexon EV Max Dark Edition – First Look. Tata Motors commercial vehicles shine at EXCON 2022 Showcases top-of-the-line, high-performance trucks. Tata Motors showcases nine commercial vehicles/trucks at EXCON 2022. "
18-5-2022,"Upgrading from a Hyundai Santro AMT to a Tata Nexon EV Dark Edition. Sensex slips 110 pts, Nifty ends below 16,250; HUL shines, Airtel, SBI drag | Mint. 2022 TVS iQube India Launch Highlights: Specs, Range, Price, Features, Images and more. "
19-5-2022,Ratan Tata arrives at Taj Hotel in a Tata Nano - 'Nano was always meant for all our people'. Tata Harrier gets new XZS variants starting at Rs 19.99 lakh: Complete features list. Deals of the Year | India. 
20-5-2022,"Stock markets surge over 2% to hit lifetime highs; Sensex nears 69,000 mark, Nifty breaches 20,500. Dalal Street witnesses record highs as Nifty and Sensex close 2% in the green. Tata Motors bags an order for 50 EVs from M/s ANERT through EESL. "
21-5-2022,"Petrol, diesel revised price on November 3: Check current rates per litre in Delhi, Mumbai, Noida, Kolkata, other cities here. Tata Motors share skids 5% post Q2; to delist ADS from NYSE. Tata Motors to hike car prices for fourth time this year. "
22-5-2022,"Exclusive: PM to announce massive cuts in petrol, diesel prices before year-end. Mahindra Calls for EV Level Playing Field Amid Tesla's India Entry Plans. Vedanta shares rise after announcement of dividend record date. Details here | Mint. "
23-5-2022,"Tata Motors and Tata Power Join Hands to Install 7 MWp Solar Rooftop Expansion Project in Pune. Tata Motors, Tata Power team up to build a solar rooftop expansion project in Pune. Stock Market Highlights Today: Nifty sees selling at high; likely to stay in 16,000-16,400 range. "
24-5-2022,How my perception of Tata Motors changed while buying a new Harrier. 2022 Nexon EV Max test drive review - Yay or Nay?. Triumph Tiger 1200 India Launch Date Revealed. 
25-5-2022,"TCS Dividend Payment Date: Tata Consultancy Services likely to announce interim dividend this week - Check.... TCS shares trade in red - Buy, Sell or Hold? Heres what brokerage suggests. TCS declares final dividend for FY23: How it compares with previous years | Mint. "
26-5-2022,Horoscope Today: Money astrological predictions for 26 May 2023 | Mint. These popular multibaggers of 2021 are down up to 50% in 2022; time to grab the opportunity?. New car launches in India in May 2022. 
27-5-2022,Indian-American man arrested by FBI for performing lewd act next to minor on flight. Tata Nexon: My horrifying pre-delivery experience & learnings. Tata Motors forms subsidiary for urban mobility business. 
28-5-2022,Raja Macha: From Tata Indica to CTO of Eaton. Tata AIA Life debuts industry-first smart value income plan | Mint. ITC Limited - Record Date. 
29-5-2022,Sidhu Moosewala’s parents expecting child in March: Reports | Mint. Tata Motors gets Gujarat nod to take over Ford's Sanand plant. A New Growth Engine: What Auto Ancillary MSMEs are Betting on for a Revival. 
30-5-2022,Tata Motors signs Memorandum of Understanding for the potential acquisition of Ford India's Sanand plant. Tata Motors stock gains 3% on MoU to acquire Ford India's Sanand plant. Tata Motors gets green signal from Gujarat govt to take over Ford's Sanand plant. 
31-5-2022,"Interview | EV localisation will take off as supply chains warm up to India: PB Balaji, CFO, Tata Motors. Land Rover reveals the long and spacious SUV ‘Defender 130’; check details. New Land Rover Defender 130: the unstoppable 8-seat explorer. "
1-6-2022,"ICICI Lombard General Insurance Company Limited - Updates. Rally continues; Sensex ends up nearly 700 pts, Nifty above 17,800 led by banks | Mint. Tata Motors to launch the CNG range of cars in India on 19 January, 2022. "
2-6-2022,Lata Mangeshkar 2nd death anniversary today; Musicians to unite for ‘Sangeetmay Baithak’ | Mint. SMS spamming by Tata Motors for I.R.A. renewal. Lata Mangeshkar passes away at 92 after prolonged hospitalisation. 
3-6-2022,"What do women think of their portrayal of women in advertising?. Weekly news round-up Tata Altroz Automatic bookings, Skoda Slavia launched, 2022 Toyota Glanza, and more. Tata Steel Long Products Wins Bid for Neelachal Ispat Nigam. "
4-6-2022,"The Evolution of SUV Design is here. New Tata EV SUV in the works? Here's what we know. Tata Motors to invest Rs 24,000 crore in passenger vehicles business. "
5-6-2022,SC dismisses Tata Motors plea challenging HC order on disqualification. Prassy's 1st Small Tata | 2021 Altroz XZ+ 1.5L Diesel | Ownership Review | EDIT: 2 yrs/58k km update. Tata Ace EV to hit the market next quarter. 
6-6-2022,Tata Motors bags an order for delivering the biggest EV fleet in India. Rama Steel Tubes shares up 15% in five days; what's pushing this multibagger stock higher?. Tata Motors looks to strengthen R&D capabilities with aggressive hiring this year. 
7-6-2022,"TATA STEEL LIMITED. Eicher Motors erases about ₹10,700 crore mcap in three sessions; what should you do? | Mint. Stock Market Highlights: Sensex, Nifty 50 end at record high led by Reliance Industries, M&M. "
8-6-2022,"Tata Motors showcases next-gen mass mobility solutions at Prawaas 3.0 for a safe, smart and sustainable tomorrow. Head-bobbing tales | Story of our Tata Altroz DCA | 1 year and 6 months and 7300 km up!. Lumax Auto Technologies consolidated net profit rises 539.59% in the June 2022 quarter. "
9-6-2022,"Will launch more affordable e-cars by 2023: Tata Motors | Mint. Sold off my Tata Safari Kaziranga XZA+ in just 9 months. Markets rally on broad-based buying; Nifty 50 tops 17,700; RIL, Tata Motors top bulls. "
10-6-2022,"Tata Motors gains after JLR retail sales grow 21% YoY in Q2-should you buy, sell or hold the stock?. Share Market HIGHLIGHTS: Nifty cracks below 19,750, Sensex ends 888 pts lower, halts 6-day winning r. Tata Steel shares fall ahead of Q2 earnings, here's what to expect. "
11-6-2022,"Tata Motors to hike car prices this November. Top 10 stocks for today - 6th November, 2022. Garena Free Fire Max redeem codes for November 6, 2022: Unlock free gifts | Mint. "
12-6-2022,Tata Motors likely to increase prices for passenger vehicles from January 2023. Relooking at Digitization in the Automotive Sector: Working Toward a Connected Mobility Universe. Tata Motors announces price hike for January 2023. 
13-6-2022,"Bloodbath on D-Street! Sensex records biggest single-day slide since June 13, 2022; HDFC mcap erodes by Rs 1 lakh crore. LIC Reduces Shareholding In Hero MotoCorp From 11.252% To 9.246%. Nifty 50 ETF: Investment option for investors seeking exposure to big companies listed in Indian stock market. "
14-6-2022,"Dividend stocks: Canara Bank, Tata Chemicals trade ex-date today. CESL’s e-bus tender: Competition charge to match Tata Motors’ L1 bid price. CNG price today in Delhi, Noida, Gurugram, Pune, Mumbai, and Lucknow: 14th June 2022. "
15-6-2022,TCS dividend 2023: Stock trade ex-date today. Tata Motors files FY22 AR with SEC. Tata Motors Limited files Annual Report on Form 20-F for Fiscal Year 2022. 
16-6-2022,"Sanctions on Russia, closures in China could impact us: Tata Motors. Tata Motors Limited files Annual Report on Form 20-F for Fiscal Year 2022. Tata Motors taking right actions to navigate challenges: N Chandrasekaran | Mint. "
17-6-2022,Godrej Consumer Products stock gains 1% as company appoints Aasif Malbari as new CFO. Ashok Leyland share price rises 4% post annual investor meet; should you buy? Here's what top brokerages say | Mint. 8 Nifty stocks perilously close to 52-week low levels. Will buy-the-dip mantra work?. 
18-6-2022,"Hyundai claims second position in India is defensible | Mint. Is this the Tata Nexon CNG on test?. Agnipath scheme protest: Security beefed up at railway stations in Vijayawada, says CP Kanthi Rana Tata. "
19-6-2022,"Chink in Tata Motors 3.0 armour. Poor monsoon could spell disaster for India's agriculture-based economy: Experts. 2022 Maruti Brezza Facelift launch on 30th June: Expected price, features, engine specs. "
20-6-2022,"Tata Group's multibagger stock nears record high; buy, sell or hold?. Day trading guide for today: Six buy or sell stocks for Monday — June 19 | Mint. Multibagger shipbuilding stock strongly overbought on charts; can it rally further?. "
21-6-2022,"RVNL shares jump 26% in 3 sessions, hit fresh all-time high; here's what analysts say. Chink in Tata Motors 3.0 armour. Every 3rd Hyundai car sold now has a sunroof feature | Mint. "
22-6-2022,"Tata Steel shares trade ex-dividend today, stock up 1%. Jamshedpur Women’s University Sidhgora campus to be inaugurated on Oct 11. Tata Motors mulls selling cars entirely online. "
23-6-2022,"Tata Steel vs Vedanta: Which stock can deliver better returns in the long term?. Sensex rises 462 pts, Nifty ends near 15,700; M&M shines, Infosys, TechM sink | Mint. Tata Nexon EV bursts in flames: First EV fire for Tata Motors under investigation. "
24-6-2022,"RailTel shares surge in a volatile market on order worth Rs 294 crore. Tata Motors collaborates with Amity University to enhance employees' technical skills, making them future ready. Top-three Tata cars sold in India in May 2022. "
25-6-2022,"Breaking: Russia has fully occupied Ukraine's Severodonetsk, reports AFP. M.Tech in EV Technology for Tata Motors Employees by Amity University. MG Motor India sets up its first community EV charger in Jaipur. "
26-6-2022,"2017 Tata Hexa owner gets Rs. 2.41 lakh bill for automatic transmission replacement after 54000 km. Infosys has team of less than 100 in Russia, transitioning them outside: CEO Parekh. Watch: PM Modi addresses Indian diaspora in Germany | Mint. "
27-6-2022,Tata Motors is training workforce in electronic & electrical skills in EV push. Day trading guide for Monday: 6 stocks to buy today — 27th June | Mint. Bonds for Tata Motors and Adani Green fall as a weak rupee hurts India's credit. 
28-6-2022,Tata Motors to raise prices of its commercial vehicles from July 1. Tata Motors to hike its commercial vehicles' prices from July | Mint. BSE Sensex and NSE Nifty LIVE news updates. 
29-6-2022,"APL Apollo Tubes shares: Five factors why the multibagger stock can hit Rs 1,490 mark. Horoscope Today: Money astrological predictions for 29 June 2023 | Mint. Tata Motors may look at separate showrooms for selling electric cars. "
30-6-2022,"Car and SUV wholesales clock 330,000 units for fifth consecutive month in May. Buy Tata Motors, target price Rs 500: Motilal Oswal. JLR tax charge widens Tata Motors loss to Rs 5,007 crore. "
1-7-2022,"TCS to consider buyback of shares in board meeting on October 11 | Company News. Market Closing Bell: Sensex pares most losses on fag-end buying, ends 111 pts lower; Nifty near 15,750; O.... TCS board to consider buyback along with Q2 results this week; shares clock 52-week high. "
2-7-2022,"Passenger vehicle sales fall 10% in Jan as chip shortage hurts production: FADA. Share Market Today: 20 Shares For Profitable Trade On February 7, 2022. Ashok Leyland to supply 200 trucks to Bangladesh. "
3-7-2022,"Stock market today: Nifty 50, Sensex suffer biggest single-day loss since June 2022; investors lose nearly ₹5 lakh crore | Mint. Tata Motors bags an order for 65 EVs from Kerala State Electricity Board. Stock Market LIVE Updates: Sensex plunges 1,700 pts as crude oil surges amid heightened geopolitical tensions;. "
4-7-2022,"Tata Power shares hit record high, overbought on charts; what’s next?. TATA STEEL LIMITED. Stock Market Today: Sensex, Nifty Rise For Second Day Led By ITC, Infosys, Realty Stocks. "
5-7-2022,"Tata chairman buys duplex for Rs 98 crore. Domestic LPG cylinders gets costlier by Rs 50. RBI hikes repo rate, GDP growth estimate lowered | Mint. "
6-7-2022,"Tata Power shares trade ex-dividend today | Watch video. Maruti Suzuki, Adani Enterprises, Metropolis, IDBI Bank among stocks to watch out for on June 7. Sensex rises 443 pts, Nifty ends above 15,550; Maruti, M&M shine, RIL sinks | Mint. "
7-7-2022,"Nifty ends 100 pts higher, Sensex gains 340 pts; M&M, Apollo Hosp shine | Mint. A 900 Km roadtrip in a Tata Nexon EV: Running cost of Rs. 2 per Km!. Upcoming cars in August 2022 - List | See pics. "
8-7-2022,Akasa Air to trim its budget for 2024-25 as part of cost control measures. Upcoming Tata Group IPOs in 2024 :- 7 TOP Most TATA IPOs Coming. Ford India's Make in India story officially ends as Tata Motors' subsidiary acquires Gujarat plant. 
9-7-2022,"Tata Power gains 3%, hits 52-week high on improved financial performance. This Tata Group stock climbs 10% in 3 sessions; 34% in four months. Should you buy, sell or hold Tata Power shares post Q1?. "
10-7-2022,"Go EV with the all-new Tiago.ev Bookings open from 10th October, 12 noon onwards. Sensex ends 1200 pts higher, Nifty adds 400 pts; all indices close in green | Mint. SECOND QUARTER SALES INCREASE BUT REMAIN CONSTRAINED BY SEMICONDUCTOR SHORTAGES | JLR .... "
11-7-2022,"Tata Motors to hike prices of cars, SUVs and EVs from February 1. Tata Motors to hike PV prices to offset input costs. Tata Motors hikes prices for its passenger vehicles effective from Nov 7. "
12-7-2022,"Tata Motors helps 3400 students enrol in India's top engineering and medical schools; 40% of them are women. Tata Motors, Tata Steel & Tata Power: Here's what analysts say on these 3 Tata Group stocks. Tatas to recharge Nano in EV avatar?. "
13-7-2022,"Rs 120 to Rs 542: This railway stock scaled all-time high in a year. Tata Motors extends the Nexon portfolio with XM+ (S) variant. Trade setup for today, 13th July 2022: Key things to know before stock market's Opening Bell today | Mint. "
14-7-2022,"TCS Dividend Payment Date: Tata Consultancy Services likely to announce interim dividend this week - Check.... Rs 176 to Rs 1,343: This steel stock turned into a multibagger in three years, set to reclaim 52-week high. TCS shares trade in red - Buy, Sell or Hold? Heres what brokerage suggests. "
15-7-2022,Multibagger liquor stock approaches record high on supply nod in Rajasthan. Tata Motors' SOUL community concludes the Iconic Himalayan Drive – Journey to the Heaven on Earth. Tata Motors fixes Safari Dark Edition steering vibration noise issue. 
16-7-2022,Head-bobbing tales | Story of our Tata Altroz DCA | 1 year and 6 months and 7300 km up!. PM Modi inaugurates Bundelkhand Expressway in Uttar Pradesh. Canara Bank revises interest rates on fixed deposits: Check new rates here | Mint. 
17-7-2022,"Horoscope Today: Money astrological predictions for 17 July 2023 | Mint. Weekly news round-up: Hyundai Tucson unveiled, Tata Nexon XM+ (S) variant launched, Maruti Grand Vitara teased. Jsa League Premier Division 2022 Fixtures Announced - Jamshedpur Football Club. "
18-7-2022,"Chart Check: This Tata Group stock is showing signs of strength which could take it to fresh 52-week high. Stock Market Highlights: Sensex ends 760 pts higher and Nifty reclaims 16,250 — rupee at all-time low. Trade setup for Monday, 18th July 2022: Key things to know before stock market's Opening Bell today | Mint. "
19-7-2022,Horoscope Today: Money astrological predictions for 19 July 2023 | Mint. Rakesh Jhunjhunwala sold 30 lakh shares of this Tata Group firm in Q1. Tata Motors takes the lead in UV market share in Q1 FY2023. 
20-7-2022,"TCS shares slip as Tata group IT major goes ex-dividend. Tata Motors launches the all-new Winger BS6 range in Nepal. Trade setup for today, 20th July 2022: Things to know before stock market's Opening Bell today | Mint. "
21-7-2022,RVNL shares rise on multiple orders from Chennai Metro. Horoscope Today: Money astrological predictions for 21 July 2023 | Mint. Carmakers grapple with backlog of 6.5 lakh units as chip shortage hits production. 
22-7-2022,"Horoscope Today: Money astrological predictions for 22 July 2023 | Mint. Isuzu I-Care monsoon camp announced; to be held up to 2 August, 2022. Indian Car Sales for CY 2022 | Interesting charts depicting brand, budget & body style preferences. "
23-7-2022,"Sensex ends above 56,000, Nifty 16,700; UltraTech shines | Mint. Rakesh Jhunjhunwala Portfolio: Billionaire investor dumps 5 lakh shares in this housing finance firm - what.... Little Flower School concludes NEP-2020 vocational training for 460 students. "
24-7-2022,"More women enter auto manufacturing as Tata Motors, Hero, MG accelerate gender diversity drive. Jsa League Premier Division 2022 Fixtures Announced - Jamshedpur Football Club. Tata Nexon EV Prime — Now in Pictures. "
25-7-2022,"Tata Motors Finance Solutions reports standalone net profit of Rs 38.82 crore in the June 2022 quarter. Tata Motors Q1 results preview: PAT likely at Rs 2,000 crore, margin likely to expand to 11.4%. Tata Motors signs an MoU with EC Wheels India Pvt Ltd for the biggest EV fleet deployment in Eastern India. "
26-7-2022,"Tata Technologies IPO: Here's all to know about company, listing | Mint. TATA STEEL LIMITED. Tata Motors Q1 preview | Consolidated net loss to narrow on-year; sales growth muted. "
27-7-2022,"Hindustan Zinc shares halt 7-day winning run, slip 5% today after dividend announcement. Fed July meeting HIGHLIGHTS: Jerome Powell-led FOMC decides to hike key rates by 25 bps as widely ex. Maharashtra rain LIVE updates: Red alert issued in Raigad; schools, colleges to remain closed today | Mint. "
28-7-2022,"Share Market HIGHLIGHTS: Nifty slips below 19,650, Sensex ends 107 pts lower; HDFC Bank, Bajaj Finse. Suzlon Energy shares approach 52-week high but experts see more upside; here’s why. Tata Motors transforms livelihoods of 2000 farmers in Maharashtra. "
29-7-2022,"Rs 8 to Rs 1,135: This solar stock turned into a multibagger in three years, trading near record high. TATA STEEL LIMITED. Stock Market Highlights: Sensex ends 712 pts higher and Nifty tops 17,150 — best day for rupee in a year. "
30-7-2022,"Jul 30, 2022 - - Tata Motors vs Maruti Suzuki: Which Auto Stock is Better?. Tata Tiago NRG to get new XT variant soon. DCB Bank standalone net profit rises 187.77% in the June 2022 quarter. "
31-7-2022,Income Tax Return filing: Govt extends due date for charitable trusts and ITR-7. Details here | Mint. Tata Tiago XT variant to get new features soon. Tata Tiago XT variant to get new features. EDIT: Tiago NRG XT launched at Rs 6.42 lakh. 
1-8-2022,"Fraser and Company standalone net profit declines 61.36% in the December 2021 quarter. Tata Motors to hike car prices for fourth time this year. Indices soar, Sensex ends above 58,000, Nifty tops 17,300; Autos, Banks lead | Mint. "
2-8-2022,"Dalmia Bharat Limited - Clarification. Stock of this auto ancillary company has zoomed 40% in two days. Car News That Mattered This Week (May 2-8): Updates On Upcoming Cars And Launches, Teasers Of New Models, And More. "
3-8-2022,"This Tata-backed stock turned ₹1 lakh into ₹10 lakh in 2 years, rising about 900% on D-Street | Mint. Nifty Auto sinks in tandem with weak broader indices; Eicher Motors, Tata Motors, and Bajaj Auto emerge as top laggards. M&M share price: Mahindra & Mahindra stock hits new all-time high on strong business outlook; broke.... "
4-8-2022,"Suzlon Energy shares trading at 14-month high; time to book profit?. Tata Motors to deliver 1,300 commercial vehicles to VRL Logistics. In Pics | Everything we know so far about Tata’s new Curvv EV concept. "
