Date,Titles
12-05-2022,"Breakout Stocks: How Suzlon Energy, Aster DM and Tata Motors are looking on charts for Thursday"
13-05-2022," Tata Motors loses 15% production in April due to chip shortage |  L&T, Tata Motors, RBL Bank, Matrimony"
14-05-2022," Tata Motors' Rs 32,000 cr capex plan aims to go big on EVs across all businesses |  Know Tata Nexon EV MAX loan EMI on Rs 1"
16-05-2022,"A Mahindra e2o owner upgrades to a Tata Nexon EV |  Tech Mahindra, Tata Motors, Maruti Suzuki, Ambuja Cements among stocks to watch out for on May 16"
17-05-2022,"Tata Nexon EV Max Dark Edition – First Look |  Tata Motors commercial vehicles shine at EXCON 2022 Showcases top-of-the-line, high-performance trucks |  Tata Motors showcases nine commercial vehicles/trucks at EXCON 2022"
18-05-2022,Upgrading from a Hyundai Santro AMT to a Tata Nexon EV Dark Edition
19-05-2022,Ratan Tata arrives at Taj Hotel in a Tata Nano - 'Nano was always meant for all our people' |  Tata Harrier gets new XZS variants starting at Rs 19
20-05-2022, Tata Motors bags an order for 50 EVs from M/s ANERT through EESL
21-05-2022, Tata Motors share skids 5% post Q2; to delist ADS from NYSE |  Tata Motors to hike car prices for fourth time this year
23-05-2022,"Tata Motors and Tata Power Join Hands to Install 7 MWp Solar Rooftop Expansion Project in Pune |  Tata Motors, Tata Power team up to build a solar rooftop expansion project in Pune"
24-05-2022,How my perception of Tata Motors changed while buying a new Harrier
27-05-2022, Tata Nexon: My horrifying pre-delivery experience & learnings |  Tata Motors forms subsidiary for urban mobility business
28-05-2022,Raja Macha: From Tata Indica to CTO of Eaton
29-05-2022, Tata Motors gets Gujarat nod to take over Ford's Sanand plant
30-05-2022,Tata Motors signs Memorandum of Understanding for the potential acquisition of Ford India's Sanand plant |  Tata Motors stock gains 3% on MoU to acquire Ford India's Sanand plant |  Tata Motors gets green signal from Gujarat govt to take over Ford's Sanand plant
31-05-2022," EV localisation will take off as supply chains warm up to India: PB Balaji, CFO, Tata Motors"
01-06-2022," Tata Motors to launch the CNG range of cars in India on 19 January, 2022"
02-06-2022, SMS spamming by Tata Motors for I
03-06-2022," Weekly news round-up Tata Altroz Automatic bookings, Skoda Slavia launched, 2022 Toyota Glanza, and more"
04-06-2022," New Tata EV SUV in the works? Here's what we know |  Tata Motors to invest Rs 24,000 crore in passenger vehicles business"
05-06-2022,SC dismisses Tata Motors plea challenging HC order on disqualification |  Tata Ace EV to hit the market next quarter
06-06-2022,Tata Motors bags an order for delivering the biggest EV fleet in India |  Tata Motors looks to strengthen R&D capabilities with aggressive hiring this year
08-06-2022,Tata Motors showcases next-gen mass mobility solutions at Prawaas 3 |  Story of our Tata Altroz DCA 
09-06-2022,"Will launch more affordable e-cars by 2023: Tata Motors  |  Sold off my Tata Safari Kaziranga XZA+ in just 9 months |  Markets rally on broad-based buying; Nifty 50 tops 17,700; RIL, Tata Motors top bulls"
10-06-2022,"Tata Motors gains after JLR retail sales grow 21% YoY in Q2-should you buy, sell or hold the stock?"
11-06-2022,Tata Motors to hike car prices this November
12-06-2022,Tata Motors likely to increase prices for passenger vehicles from January 2023 |  Tata Motors announces price hike for January 2023
14-06-2022, CESL’s e-bus tender: Competition charge to match Tata Motors’ L1 bid price
15-06-2022, Tata Motors files FY22 AR with SEC |  Tata Motors Limited files Annual Report on Form 20-F for Fiscal Year 2022
16-06-2022,"Sanctions on Russia, closures in China could impact us: Tata Motors |  Tata Motors Limited files Annual Report on Form 20-F for Fiscal Year 2022 |  Tata Motors taking right actions to navigate challenges: N Chandrasekaran "
18-06-2022, Is this the Tata Nexon CNG on test?
19-06-2022,Chink in Tata Motors 3
20-06-2022,"Tata Group's multibagger stock nears record high; buy, sell or hold?"
21-06-2022, Chink in Tata Motors 3
22-06-2022, Tata Motors mulls selling cars entirely online
23-06-2022, Tata Nexon EV bursts in flames: First EV fire for Tata Motors under investigation
24-06-2022," Tata Motors collaborates with Amity University to enhance employees' technical skills, making them future ready |  Top-three Tata cars sold in India in May 2022"
25-06-2022,Tech in EV Technology for Tata Motors Employees by Amity University
26-06-2022,2017 Tata Hexa owner gets Rs
27-06-2022,Tata Motors is training workforce in electronic & electrical skills in EV push |  Bonds for Tata Motors and Adani Green fall as a weak rupee hurts India's credit
28-06-2022,Tata Motors to raise prices of its commercial vehicles from July 1 |  Tata Motors to hike its commercial vehicles' prices from July 
29-06-2022, Tata Motors may look at separate showrooms for selling electric cars
30-06-2022," Buy Tata Motors, target price Rs 500: Motilal Oswal |  JLR tax charge widens Tata Motors loss to Rs 5,007 crore"
03-07-2022, Tata Motors bags an order for 65 EVs from Kerala State Electricity Board
05-07-2022,Tata chairman buys duplex for Rs 98 crore
07-07-2022, A 900 Km roadtrip in a Tata Nexon EV: Running cost of Rs
08-07-2022, Upcoming Tata Group IPOs in 2024 :- 7 TOP Most TATA IPOs Coming |  Ford India's Make in India story officially ends as Tata Motors' subsidiary acquires Gujarat plant
09-07-2022, This Tata Group stock climbs 10% in 3 sessions; 34% in four months
11-07-2022,"Tata Motors to hike prices of cars, SUVs and EVs from February 1 |  Tata Motors to hike PV prices to offset input costs |  Tata Motors hikes prices for its passenger vehicles effective from Nov 7"
12-07-2022,"Tata Motors helps 3400 students enrol in India's top engineering and medical schools; 40% of them are women |  Tata Motors, Tata Steel & Tata Power: Here's what analysts say on these 3 Tata Group stocks"
13-07-2022, Tata Motors extends the Nexon portfolio with XM+ (S) variant
15-07-2022, Tata Motors' SOUL community concludes the Iconic Himalayan Drive – Journey to the Heaven on Earth |  Tata Motors fixes Safari Dark Edition steering vibration noise issue
16-07-2022, Story of our Tata Altroz DCA 
17-07-2022," Weekly news round-up: Hyundai Tucson unveiled, Tata Nexon XM+ (S) variant launched, Maruti Grand Vitara teased"
18-07-2022,Chart Check: This Tata Group stock is showing signs of strength which could take it to fresh 52-week high
19-07-2022, Rakesh Jhunjhunwala sold 30 lakh shares of this Tata Group firm in Q1 |  Tata Motors takes the lead in UV market share in Q1 FY2023
20-07-2022,TCS shares slip as Tata group IT major goes ex-dividend |  Tata Motors launches the all-new Winger BS6 range in Nepal
24-07-2022,"More women enter auto manufacturing as Tata Motors, Hero, MG accelerate gender diversity drive |  Tata Nexon EV Prime — Now in Pictures"
25-07-2022,"Tata Motors Finance Solutions reports standalone net profit of Rs 38 |  Tata Motors Q1 results preview: PAT likely at Rs 2,000 crore, margin likely to expand to 11 |  Tata Motors signs an MoU with EC Wheels India Pvt Ltd for the biggest EV fleet deployment in Eastern India"
26-07-2022, Tata Motors Q1 preview 
28-07-2022, Tata Motors transforms livelihoods of 2000 farmers in Maharashtra
30-07-2022,"Jul 30, 2022 - - Tata Motors vs Maruti Suzuki: Which Auto Stock is Better? |  Tata Tiago NRG to get new XT variant soon"
31-07-2022, Tata Tiago XT variant to get new features soon |  Tata Tiago XT variant to get new features
01-08-2022, Tata Motors to hike car prices for fourth time this year
03-08-2022,"This Tata-backed stock turned ₹1 lakh into ₹10 lakh in 2 years, rising about 900% on D-Street  |  Nifty Auto sinks in tandem with weak broader indices; Eicher Motors, Tata Motors, and Bajaj Auto emerge as top laggards"
04-08-2022," Tata Motors to deliver 1,300 commercial vehicles to VRL Logistics |  Everything we know so far about Tata’s new Curvv EV concept"
05-08-2022,Tata Motors reappoints ex SBI Chairman Om Prakash Bhatt as additional director |  Tata Motors reappoints ex SBI Chairman Om Prakash Bhatt as additional director
06-08-2022,From Maruti Suzuki Brezza to Tata Nexon: These are the best-selling cars of May 2022 |  HC reserves verdict on Tata Motor’s plea against disqualification by BEST |  Tata Tigor Gets New Leatherette Pack Option For Top Trim
07-08-2022,"2023 Tata Safari Facelift vs Mahindra XUV700: Battle Of The Two Made-In-India 3-row Midsize SUVs |  Tata Motors achieves 1 lakh milestone for its Intra pick-up in just over 3 years |  M&M, Tata Motors, Tata Power, Vedanta among stock to watch out for on July 8"
08-08-2022," Tata Motors Ltd Share Price Today, TATAMOTORS Share Price NSE, BSE"
09-08-2022,M&M zips past Tata Motors to be India's second most-valued automaker |  M&M overtakes Tata Motors to become 2nd most valued auto company
10-08-2022,Tata Tiago AMT gearbox issue  |  Tata Motors announces discounts of up to Rs 45000 in October 2022
12-08-2022," Tata Motors, Maruti Suzuki and TVS Motor: What makes Jefferies bullish of these 3 auto stocks |  Tata group earmarks $90 billion investments in 5 years"
13-08-2022,Issues in my 5-month old Tata Safari 
14-08-2022, Issues in my 5-month old Tata Safari 
15-08-2022," 2021 Tata Harrier diesel: 1 year, 12000 km & 3rd free service update |  Not just Tata Motors, Mahindra too has now built India's most valuable electric vehicle company"
16-08-2022,"Tejas Networks shares rise 7% on winning Rs 7,492-crore order from a Tata Group firm |  Tata Motors corrects over 7% in five days"
17-08-2022,Tata Motors shares in focus today post release of April sales data |  Tata Motors shares at 8-month high as UK-based subsidiary JLR announces investment plan in EV |  Tata Motors shares zoom 8% post Q4 global wholesales
19-08-2022,"Tata Motors hits 8-month high on strong Q4 hopes; stock up 20% in 3 weeks |  Tata Motors Hits 8-Month High on Strong Q4 Hopes, Shares Jump 20% in 3 Weeks |  Has Tata removed Rear Wash-Wipe from all Nexon variants?"
20-08-2022,Tata Motors increases UV market share to 19 percent
21-08-2022,Tata Motors to purchase Ford India’s manufacturing plant worth Rs 725 |  Tata Motors increases UV market share to 19 percent
22-08-2022, Tata Motors Releases 8th Annual CSR Report for FY22
23-08-2022, Tata Motors corrects over 7% in five days |  From Maruti Gypsy to Tata QRFV: How Made-in-India defence vehicles have evolved
24-08-2022,Tata Motors teases new SUV: Here's what could be 'Coming Soon' |  Rumour: Tata Harrier mid-life facelift in the works; could get ADAS & Petrol engine option |  Tata Motors teases launch of a new SUV: What to expect 
25-08-2022, This Tata Group firm hits upper circuit
26-08-2022,Tata Motors in association with Venkataramana Motors inaugurates its First All-Women Passenger Vehicles Showroom  |  Tata Motors inaugurates its first all-women passenger vehicle showroom in Southern India
27-08-2022," Tata Motors #JET Edition launched: Why this after the Dark Edition and what's different |  Tata Motors launches JET edition of Nexon, Harrier and Safari: Check price "
28-08-2022,"Tata Motors launches Jet edition of Nexon, Harrier and Safari: All you need to know"
29-08-2022,"Tata Motors Body Solutions posts third straight year of losses, increases focus on EVs |  Tata Motors rolls out Harrier’s Jet Edition: Check price, features and more"
30-08-2022," Maruti, Hyundai, Tata and Kia open FY2024 with double-digit wholesales growth in April"
31-08-2022," Tata Motors Offering Huge Discounts for these Cars: Offer Valid 31st Aug,2022"
01-09-2022, 2022 Tata Nexon EV spied testing in India
02-09-2022,"India's safest hatchback, Tata ALTROZ, turns two"
03-09-2022,Safest cars in India with best Global NCAP rating in 2024: From Tata Harrier to Punch and Mahindra XUV 300 |  Tata Motors offers massive discounts in March: Check prices
04-09-2022," Curvv: Tata Motor’s new concept EV |  Tata Tigor XZ CNG On Road Price, Features & Specs, Images"
05-09-2022,Tata Motors Limited - Appointment |  Tata Motors reappoints ex SBI Chairman Om Prakash Bhatt as additional director |  Tata Motors reappoints ex SBI Chairman Om Prakash Bhatt as additional director
06-09-2022, Tata Motors delivers 21 EVs in Bhopal in one day
07-09-2022,Tata Motors passenger vehicle range get a price hike of 0 |  Tata Motors Hikes Passenger Vehicle Prices By 0 |  Tata Motors hikes passenger vehicle prices
08-09-2022,Tata Motors launches Tigor XM variant powered with its iCNG technology at INR |  Ahmedabad: Tata Motors to acquire Ford plant for Rs 726 crore |  Story of our Tata Altroz DCA 
09-09-2022,"On World EV Day, Tata Motors announces expansion of its portfolio to make EVs more accessible in India |  Network18 Exclusive: Tata Motors may soon roll out India's cheapest electric car |  Tata dealership ordered to provide new Sumo SUV after losing case but there's a problem!"
10-09-2022,Tata Tiago AMT gearbox issue  |  Tata Tiago EV bookings start tomorrow: Details explained |  Top 3 Tata cars sold in India in September 2022
11-09-2022,"Tata Motors to delist American Depositary Shares from NYSE  |  Tata Motors team in Maharashtra to investigate ST bus fires |  50,000 and counting! Tata Motors MD looks back at the EV journey so far"
12-09-2022,"Auto, IT ensure Sensex, Nifty end in green; Tata Motors, HCL Tech shine "
13-09-2022," Top 5 electric/hybrid cars available in India under Rs 25 lakh: Tata Nexon EV, Toyota Hyryder and more"
14-09-2022, Tata Motors staff found dead in plant
15-09-2022,"Tata Motors shares: UK on brink of recession, target price to be hit? |  Tata Tiago EV to launch on September 28: What to expect "
16-09-2022,"Tata Motors surges 6%, hits over 4-month high on strong Q3 performance |  Nexon diesel review: Owning my 3rd Tata car in 15 years |  Tata Harrier XMAS and XMS variants launched; prices start at Rs 17"
18-09-2022,"India’s own Electric SUV, Tata Nexon EV MAX makes a landmark entry to India Book of Records |  Tata Nexon EV Max Becomes First Electric Car To Cross Umling La Pass"
19-09-2022,"Tata Motors increases prices for Commercial Vehicles by 3%; details of share price, vehicle sales |  Tata Motors Launches All-New 5W30 Synthetic Engine Oil for Commercial Vehicles |  Tata Motors Hiring; Check Details Here"
20-09-2022, High voltage alert on my Tata Nexon EV Max: Car refuses to start
21-09-2022," Tata Motors celebrates the roll-out of 400000th unit of Nexon, launches XZ+(L) variant |  Tata Nexon sales in India surpass 400,000-unit milestone"
22-09-2022,India's safest car turns 'One' Tata Motors launches the Punch CAMO Edition on the occasion of its first anniversary |  2022 Tata Punch Camo Edition officially teased: Launch today |  Tata Motors currently not looking at petrol-powered Safari and Harrier
23-09-2022," India’s own Electric SUV, Tata Nexon EV MAX makes a landmark entry to India Book of Records |  Tata Motors announces Tiago EV"
24-09-2022,Tata Punch Camo Edition launched – Why should you buy?
25-09-2022, Installing auto-dimming IRVM in my Tata Nexon without cutting any wire
26-09-2022,"Tata Motors shares slip 7% today, here's why |  Tata Motors sets new benchmarks in pickups with Yodha 2"
27-09-2022, Tata Motors' Tiago EV to debut tomorrow; check details of the cheapest EV hatchback in India
28-09-2022,"ev! Tata Motors launches its first electric hatch with segment-first, premium features |  Tata Tiago EV India Launch on September 28, 2022 |  New Tata Tiago EV to be launched on 28 September"
29-09-2022,"As Tata Motors brings electric to small cars, what it means for the auto stock?  |  Tata Motors screams as new Tiago EV electrifies shares |  Rumour: Tata Harrier mid-life facelift in the works; could get ADAS & Petrol engine option"
30-09-2022,"Stocks in news: Tata Motors, Ashok Leyland, Piramal Enterprises Aurobindo Pharma and more |  Stocks To Watch Today: Maruti Suzuki, CIL, Adani Energy, Tata Motors & More"
01-10-2022," Multibagger stock: This Tata group share surged 2,800% in one year"
02-10-2022,Ratan Tata gets a custom-built electric Nano
03-10-2022,"Stocks in news: Tata Motors, HCL Tech, Vedanta, Infosys and more"
04-10-2022," Walkaround - Tata Motor’s Curvv |  Car News That Mattered This Week(April 4-10): 2022 Kia Seltos And Sonet Launched, Tata Curvv EV Concept Revealed, New Maruti Ertiga Bookings Open"
05-10-2022,Tata's bestselling EV propels it to become India's top-selling SUV brand; here's why |  2020 Tata Harrier Automatic : Official Review - Page 98
06-10-2022, Story of our Tata Altroz DCA  |  SEBI relieves Tata Motors with a warning in 18-year old case
07-10-2022,"Tata Nexon, Harrier, Altroz, Tigor prices hiked: Here's how much |  Discounts of over Rs 40000 on Tata Safari, Harrier, and Nexon in July 2022"
08-10-2022, 2021 Tata Safari Review - Page 152
09-10-2022,Tata Tiago EV confirmed! Will it be India’s most affordable electric vehicle?
10-10-2022,"Tata Tiago EV Achieves 10,000 Sales In 4 Months | ev! Tata Motors launches its first electric hatch with segment-first, premium features"
11-10-2022,"Share Market News Highlights: Sensex tanks 420 points, Nifty settles below 18,050; Tata Motors, Axis Bank, M&M among top drags |  Tata Motors shares slip 5% despite Q2 loss narrowing to Rs 944 |  Tata Motors to delist from New York Stock Exchange; here’s why"
12-10-2022,"Creativity, constraints, conviction: Insights from Bengaluru Design Festival by Ajay Jain, Tata Motors |  Tata Group may be quietly preparing for another IPO"
14-10-2022,"Tata Motors, M&M top UV sellers in April-September: SIAM"
15-10-2022,"Tata Tiago AMT gearbox issue  |  Tata Motors only 9,220 units behind Hyundai India halfway into FY2023"
16-10-2022, Tata Tiago AMT gearbox issue 
17-10-2022,"Here's what to expect from Tata Motors at the 2023 Auto Expo: Altroz EV, Harrier facelift and more |  Tata Motors Ltd Share Price Today, TATAMOTORS Share Price NSE, BSE"
19-10-2022,Tata Motors bags an order for delivering 2000 XPRES T EVs to Evera |  Tata Motors wins order for 200 e-buses to be operated in J&K
20-10-2022,"Stocks to buy today, October 20: ITC, Tata Motors, HAVELLS, Hindalco among 20 shares for profitable trade |  Tata Tiago AMT gearbox issue "
21-10-2022, Tata Tiago AMT gearbox issue 
22-10-2022, Tata Motors No
23-10-2022,Tata Motors No |  Tata Nexon EV Max spotted testing in New Zealand
27-10-2022," Not Tata Motors or TCS or Titan, this Tata Group company stock favourite among analysts and brokerages - He"
30-10-2022," 'In five years, Tata Motors should have 10 EVs': Shailesh Chandra, MD |  Tata Tigor EV: An owner's real world observations"
31-10-2022, LIC shareholding in Tata Motors crosses 5%
01-11-2022," Tata Motors Sets New Benchmarks for Automobile Safety in India |  Tata Motors allots 54,496 ordinary shares under ESOP Scheme"
02-11-2022, Defective 2022 Tata Safari  |  Ratan Tata adds custom-built Nano electric to his collection
03-11-2022, Upcoming electric cars in India: Tata Altroz EV to Volvo XC40 Recharge
04-11-2022, Tata Motors trademarks new nameplate
05-11-2022,"Tata Motors dividend: Board to consider first dividend in over six years today |  Experience EVs at their MAX Tata Motors introduces the new Nexon EV MAX at INR 17 |  Long-range Tata Nexon EV India launch on May 11, 2022"
07-11-2022," Top Five SUVs of June: Tata Motors continues to steal Hyundai’s thunder |  Anand Mahindra Replies To Question On Tata Motors With ""Competition Spurs Innovation"" Tweet, Wins Internet"
08-11-2022,"Tata Motors rolls out 300,000th Punch 28 months after launch |  Tata Punch achieves a new milestone"
09-11-2022,Tata Motors sells 47166 passenger vehicles in August 2022 |  My Orange Tata Nexon & My relationship of 15+ years with Tata Motors |  Tata Motors to launch its 3rd electric car ‘Tiago EV’ soon; will it be under Rs 10 lakh?
10-11-2022,Tata Tiago |  Tata Motors shares fall over 4% post Q2 earnings
12-11-2022,BT 500: Is JLR holding the growth of Tata Motors back?
13-11-2022," UV sales cross a million units in first 7 months of FY2023, Tata and M&M shine"
14-11-2022,Tata Tiago NRG i-CNG launch soon: What’s special |  Tata Motors And Cummins Sign MoU To Develop Hydrogen-Powered Commercial Vehicles For India
15-11-2022,"Tata Motors enters hydrogen mobility: To develop fuel-cells, BEVs and more with Cummins"
17-11-2022,"Stock Markets HIGHLIGHTS: Sensex, Nifty end negatively amid profit booking; Titan, Tata Motors among |  Tata Motors shares fall as JLR chief Thierry Bolloré steps down"
18-11-2022,"Tata Motors Partners With Graphic Era Hill University to Upskill its Workforce, Cultivate In-Demand Technical Expertise |  Tata Motors-owned JLR looks to hire hundreds of laid off tech workers |  Tata Motors bags order for 1,000 buses from Haryana Roadways"
19-11-2022,"Tata Motors to replace Dr Reddys in Sensex from Dec 19 |  Tata Tiago NRG CNG variant launched at Rs 7 |  Top 15 UVs: Tata Nexon leads, five Mahindra models among best-sellers in April-October"
20-11-2022," Tata Motors, DRL, Archean Chemical, Five-Star Business Finance in focus"
21-11-2022,"Stocks in news: Tata Motors, Nykaa, Zomato, Archean Chemicals and more |  Tata Motors, DRL, Archean Chemical, Five-Star Business Finance in focus |  Tata Tigor EV to be offered in new exterior colour and more features soon"
22-11-2022,"Tata Tiago NRG, India's First Toughroader CNG |  Maruti Suzuki chases market share but losing 'mind share' to Tata Motors"
23-11-2022, Tata Motors launches new Tigor |  Tata Motors introduces new Tigor EV sedan
24-11-2022,Tata Motors joins hands with HDFC Bank for Electric Vehicle Dealer Financing Program |  Tata Motors Finance reports standalone net loss of Rs 134
25-11-2022,"Tata-owned JLR to cut production in UK till March as chip shortage persists: Report |  Indices close flat; HDFC Life, Tata Motors shine; ICICI and Nestle drag  |  Stock Market Highlights: Sensex, Nifty close at new record highs; HDFC Life, Tata Motors top gainers"
26-11-2022," Tata Tiago EV crosses 20,000 bookings: Know the waiting period for yours |  Tata Motors allots 23,529 equity shares under ESOP"
29-11-2022, Tata Motors partners with IndusInd Bank to offer exclusive Electric Vehicle Dealer Financing
01-12-2022," Tata Motors-DVR Share Price Today, TATAMTRDVR Share Price NSE, BSE |  3 ETFs & Index Funds With Over 12% Net Asset Investments In Tata Motors"
02-12-2022," 2020 Tata Harrier Automatic : Official Review - Page 92 |  Mahindra announces electric cars, to challenge Tata Motors, launch in July 2022 "
04-12-2022,"Tata Motors plans EV production expansion as electric vehicle demand surges |  Tata Motors ‘open’ to partnerships in electric vehicle subsidiary |  My first EV - A Tata Nexon, but have I made a mistake? Awful buying experience"
05-12-2022,Tata Motors shares in focus today post release of April sales data |  Tata Motors shares hit 52-week high; can they breach Rs 700 mark? |  Tata Motors shares zoom 8% post Q4 global wholesales
06-12-2022, Story of our Tata Altroz DCA 
07-12-2022, Tata Motors introduces NEXON EV PRIME with exciting new intelligent features |  Piaggio may look to rival Tata Motors’ Ace electric
08-12-2022," Tata Motors and State Bank of India join hands, offer Electronic Dealer Finance Program to Authorized Tata Passenger "
09-12-2022, My Orange Tata Nexon & My relationship of 15+ years with Tata Motors |  Top 3 Tata cars sold in India in August 2022
10-12-2022,Tata Motors DVR zooms 18% on delisting plan; will it unlock value for DVR shareholders? |  Tata Motors partners with Tata Power to develop a 7 MW solar project at its Pantnagar manufacturing facility
11-12-2022, Tata Motors teases ‘India’s First Toughroader CNG'
12-12-2022,Tata Motors shares rise 2% on winning ₹766 cr arbitral award in Singur case |  Tata Motors appoints Adrian Mardell as new CEO of Jaguar Land Rover
13-12-2022,Tata Motors to increase CV prices from October 1 in third hike this year |  Tata Motors to increase prices of commercial vehicles from January 2023
14-12-2022,"Tata Motors signs an MoU with Everest Fleet Private Limited for delivering 5000 XPRES-T EVs |  73-year-old man calls Tata Motors ‘customer care’ number, loses Rs 4"
15-12-2022,"Stocks in news: SBI, Tata Motors, IRCTC, Wipro and more |  Top 4 upcoming Tata cars in 2023: Safari facelift to Punch EV"
16-12-2022," After Maruti Suzuki & Tata Motors, Volkswagen set to increase prices of all cars"
17-12-2022, Tata Motors to supply over 900 electric buses to Bengaluru Metropolitan Transport Corporation: Details |  Bengaluru's BMTC inks deal with Tata Motors' unit for 921 more electric buses
18-12-2022," Know Tata Tiago EV loan EMI on Rs 90,000 down payment: Details explained"
19-12-2022,"Tata Motors Outlook for the Week (January 15, 2024 - January 19, 2024) |  Tata Motors market cap scales record high; tops Rs 2 trillion mark"
20-12-2022," Tata Motors sells over 5 lakh units in 2022, achieving 59% YoY growth"
21-12-2022, Tata Tiago Electric Review - Page 2 |  Tata Motors to showcase hydrogen-powered prototype at the Auto Expo 2023
23-12-2022,Tata Motors shares rise 2% on getting nod for conversion of DVRs
24-12-2022,Tata Safari facelift spied testing with ADAS |  More electric buses on Delhi roads as DTC signs agreement with Tata Motors for operating 1500 electric buses
25-12-2022,Tata Harrier special edition spotted at dealers; launch likely soon |  Know Tata Tigor EV loan EMI on Rs 1
26-12-2022,"Tata Motors shares trading above Rs 600 mark for four months; what should investors do? |  Tata Motors shares hit record high, rebound 981% from Covid low; what’s next? |  Large Cap Tata Group Stock Up 55"
27-12-2022,Tata Motors shares breach key support level; good time to buy?
28-12-2022,"Year Ender Tata Motors, Bajaj Auto Stocks Surge Up To 96 In 2023; Know Performance Of Major Automobiles Stocks |  On Ratan Tata's 85th birthday, Tata Motors' top milestones under his leadership"
30-12-2022," Tata group creates more wealth for investors than Ambani, Adani in 2023"
31-12-2022,"Jaguar Land Rover Q3: Tata Motor's luxury arm achieves highest wholesales in 11 quarters; order book decli |  Tata Motors takes top spot in YouGov's Auto Rankings 2023  |  Buy Tata Motors, target price Rs 525: Motilal Oswal Financial Services"
01-01-2023,"Tata Motors to increase CV prices by up to 2% from April |  Tata Motors Q3 total sales up by 14% to 2,28,169 units "
02-01-2023," Tata Motors to hike car and SUV prices from May 1 in second increase this year |  Tata Motors registers 18% growth in January 2023: Nexon, Punch lead the way"
03-01-2023," Tata Motors sells 79,705 units in February 2023: Registers 2"
04-01-2023,"Tata Motors reports 4% PV sales growth in March 2023: Nexon, Punch in high demand |  Tata Motors sells 47,107 units in April, records best-ever EV monthly sales |  Stocks to Watch: Tata Motors, ONGC, Maruti, HAL, RVNL, HG Infra, JSW Energy"
05-01-2023,"Tata Motors Announces Price Hike Across Passenger Vehicle Models Starting May 1, 2023 |  Tata Motors To Raise Prices of Passenger Vehicles From Today: Check Details Here |  Tata Motors cars to get costlier from today"
06-01-2023,"Tata Motors’ car and SUV sales rise 6% to 45,984 units in May"
07-01-2023, Tata Motors to integrate new Sanand unit in FY24 
08-01-2023, Tata Motors Share Price Live blog for 01 Aug 2023 
09-01-2023,"Tata Motors share price Today Live Updates : Tata Motors closed today at ₹611 |  Stocks to watch on September 1, 2023: Adani Enterprises, APL Apollo Tubes, Tata Motors, Ashok Leyland, Titagarh Rail Systems, others |  Tata Nexon Facelift launch in September 2023 - Page 36"
10-01-2023,"Tata Motors trucks, buses to get expensive from October 1: Here's why |  Tata Motors To Increase Commercial Vehicle Prices From October 1 |  Tata Motors to hike commercial vehicles prices by up to 3% from Oct"
11-01-2023,"Tata Motors share price Today Live Updates : Tata Motors closed today at ₹627 |  Tata Motors total sales jump 6% to 82,954 units in October |  Stocks to Watch: Bharti Airtel, L&T, Tata Motors, Ethos, Blue Jet, Mankind"
12-01-2023,Tata Motors sales decline 1 |  Tata Motors total sales in November drops 1 |  Tata Motors total sales down 1
13-01-2023,Tata cars and SUVs revealed at Auto Expo 2023: Altroz Racer to Harrier EV |  Tata Motors reveals two new petrol engines at the Auto Expo 2023 |  Tata Motors files Form 25 with SEC to delist depository receipts from NYSE
14-01-2023,"Why European market rally may fuel TCS, Tata Motors share — explained  |  Avinya to Curvv via Sierra: In conversation with Tata's design head Martin Uhlarik"
15-01-2023,"Tata Harrier, Safari to get new 1 |  Ratan Tata celebrates 25 years of Indica car, 'brings back fond memories' |  Tata Punch sells over 150,000 units in 15 months since launch"
16-01-2023,"Tata Motors to hike passenger vehicle, EV prices by 0 |  Tata Motors to hike passenger vehicle, EV prices from February 1: Details here  |  Tata Motors, Kia, Hyundai expect sales momentum to continue in 2023"
17-01-2023,Tata Motors repositions Nexon EV portfolio with aggressive pricing; enhances range of MAX variants to 453 kms |  Tata Motors showcases further ‘EVolution’ in electrics
18-01-2023," Tata Motors cuts Nexon EV price on heels of M&M electric SUV launch |  Tata Nexon EV price dropped, range increased after Mahindra XUV400 launch; check variant-wise pricing"
19-01-2023,"Top 5 Tata Motors cars launching in 2023: From Punch EV to Altroz CNG |  Share Market Highlights: Nifty settles above 18100, Sensex falls 180 pts; Asian paints, Tata Motors top losers"
20-01-2023,"Morning Buzz: Tata group to build 40 GW gigafactory in the UK, HDFC Bank to invest in infrastructure projects, and more |  From Maruti Suzuki to Tata Motors - A look at vehicle sales in March "
21-01-2023, Tata Harrier EV to be launched in India next year |  5-month old Tata Tigor EV breaks down for the 2nd time in 3 days 
23-01-2023,"Tata Motors to convert DVR shares to ordinary  |  Tata Motors’ scheme to drop ‘A’ Ordinary shares for Ordinary shares in 10:7 ratio |  Tata Motors to cancel DVR shares, posts Rs 3,203 crore PAT"
24-01-2023," Tata Sierra, Estimated Price Rs 25 Lakh, Launch Date 2024, Specs, Images, News, Mileage |  Tata Motors shares rise ahead of Q3 results"
25-01-2023,"Tata Motors Q3 Results: Firm posts first profit in two years on demand surge; revenue up 23%  |  Tata Motors, DLF, SBI Cards: What should be your strategy amid Q3 results |  Tata Motors repositions Nexon EV portfolio with aggressive pricing; enhances range of MAX variants to 453 kms"
26-01-2023,Tata Altroz 1 |  Tata Altroz diesel ownership: Facing issues since I took delivery |  Tata Motors shares: Should you buy as carmaker returns to profit in Q3 after 7 quarters? 
